"Datetime","Date","Time","Flag","Height","AboveJL","Baitsbite","Rain"
"23/03/2024 17:00:00","23/03/2024","17:00:00","Not Operational","3.89","0.721","0.256","0"
"23/03/2024 18:00:00","23/03/2024","18:00:00","Not Operational","3.89","0.721","0.256","0"
"23/03/2024 19:00:00","23/03/2024","19:00:00","Not Operational","3.89","0.721","0.256","0"
"23/03/2024 20:00:00","23/03/2024","20:00:00","Not Operational","3.89","0.721","0.256","0"
"23/03/2024 21:00:00","23/03/2024","21:00:00","Not Operational","3.89","0.721","0.256","0"
"23/03/2024 22:00:00","23/03/2024","22:00:00","Not Operational","3.89","0.721","0.256","0.51"
"23/03/2024 23:00:00","23/03/2024","23:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 00:00:00","24/03/2024","00:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 01:00:00","24/03/2024","01:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 02:00:00","24/03/2024","02:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 03:00:00","24/03/2024","03:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 04:00:00","24/03/2024","04:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 05:00:00","24/03/2024","05:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 06:00:00","24/03/2024","06:00:00","Not Operational","3.87","0.719","0.237","0"
"24/03/2024 07:00:00","24/03/2024","07:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 08:00:00","24/03/2024","08:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 09:00:00","24/03/2024","09:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 10:00:00","24/03/2024","10:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 11:00:00","24/03/2024","11:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 12:00:00","24/03/2024","12:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 13:00:00","24/03/2024","13:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 14:00:00","24/03/2024","14:00:00","Not Operational","3.88","0.717","0.245","0"
"24/03/2024 15:00:00","24/03/2024","15:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 16:00:00","24/03/2024","16:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 17:00:00","24/03/2024","17:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 18:00:00","24/03/2024","18:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 19:00:00","24/03/2024","19:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 20:00:00","24/03/2024","20:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 21:00:00","24/03/2024","21:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 22:00:00","24/03/2024","22:00:00","Not Operational","3.89","0.722","0.256","0"
"24/03/2024 23:00:00","24/03/2024","23:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 00:00:00","25/03/2024","00:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 01:00:00","25/03/2024","01:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 02:00:00","25/03/2024","02:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 03:00:00","25/03/2024","03:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 04:00:00","25/03/2024","04:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 05:00:00","25/03/2024","05:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 06:00:00","25/03/2024","06:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 07:00:00","25/03/2024","07:00:00","Not Operational","3.88","0.718","0.252","0"
"25/03/2024 08:00:00","25/03/2024","08:00:00","Not Operational","3.82","0.649","0.242","0"
"25/03/2024 09:00:00","25/03/2024","09:00:00","Not Operational","3.82","0.649","0.242","0"
"25/03/2024 10:00:00","25/03/2024","10:00:00","Not Operational","3.82","0.649","0.242","0"
"25/03/2024 11:00:00","25/03/2024","11:00:00","Not Operational","3.82","0.649","0.242","0"
"25/03/2024 12:00:00","25/03/2024","12:00:00","Not Operational","3.82","0.649","0.242","0.01"
"25/03/2024 13:00:00","25/03/2024","13:00:00","Not Operational","3.82","0.649","0.242","0"
"25/03/2024 14:00:00","25/03/2024","14:00:00","Not Operational","3.82","0.649","0.242","0"
"25/03/2024 15:00:00","25/03/2024","15:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 16:00:00","25/03/2024","16:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 17:00:00","25/03/2024","17:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 18:00:00","25/03/2024","18:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 19:00:00","25/03/2024","19:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 20:00:00","25/03/2024","20:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 21:00:00","25/03/2024","21:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 22:00:00","25/03/2024","22:00:00","Not Operational","3.88","0.727","0.249","0"
"25/03/2024 23:00:00","25/03/2024","23:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 00:00:00","26/03/2024","00:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 01:00:00","26/03/2024","01:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 02:00:00","26/03/2024","02:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 03:00:00","26/03/2024","03:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 04:00:00","26/03/2024","04:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 05:00:00","26/03/2024","05:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 06:00:00","26/03/2024","06:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 07:00:00","26/03/2024","07:00:00","Not Operational","3.89","0.733","0.263","0"
"26/03/2024 08:00:00","26/03/2024","08:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 09:00:00","26/03/2024","09:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 10:00:00","26/03/2024","10:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 11:00:00","26/03/2024","11:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 12:00:00","26/03/2024","12:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 13:00:00","26/03/2024","13:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 14:00:00","26/03/2024","14:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 15:00:00","26/03/2024","15:00:00","Not Operational","3.87","0.734","0.236","0"
"26/03/2024 16:00:00","26/03/2024","16:00:00","Not Operational","3.87","0.727","0.239","0"
"26/03/2024 17:00:00","26/03/2024","17:00:00","Not Operational","3.87","0.727","0.239","0.06"
"26/03/2024 18:00:00","26/03/2024","18:00:00","Not Operational","3.87","0.727","0.239","0.2"
"26/03/2024 19:00:00","26/03/2024","19:00:00","Not Operational","3.87","0.727","0.239","0.51"
"26/03/2024 20:00:00","26/03/2024","20:00:00","Not Operational","3.87","0.727","0.239","1.16"
"26/03/2024 21:00:00","26/03/2024","21:00:00","Not Operational","3.87","0.727","0.239","1"
"26/03/2024 22:00:00","26/03/2024","22:00:00","Not Operational","3.87","0.727","0.239","2.18"
"26/03/2024 23:00:00","26/03/2024","23:00:00","Not Operational","3.9","0.735","0.262","0.11"
"27/03/2024 00:00:00","27/03/2024","00:00:00","Not Operational","3.9","0.735","0.262","0.01"
"27/03/2024 01:00:00","27/03/2024","01:00:00","Not Operational","3.89","0.729","0.262","0"
"27/03/2024 02:00:00","27/03/2024","02:00:00","Not Operational","3.89","0.729","0.262","0"
"27/03/2024 03:00:00","27/03/2024","03:00:00","Not Operational","3.89","0.729","0.262","0"
"27/03/2024 04:00:00","27/03/2024","04:00:00","Not Operational","3.89","0.729","0.262","0"
"27/03/2024 05:00:00","27/03/2024","05:00:00","Not Operational","3.89","0.729","0.262","0"
"27/03/2024 06:00:00","27/03/2024","06:00:00","Not Operational","3.89","0.729","0.262","0"
"27/03/2024 07:00:00","27/03/2024","07:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 08:00:00","27/03/2024","08:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 09:00:00","27/03/2024","09:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 10:00:00","27/03/2024","10:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 11:00:00","27/03/2024","11:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 12:00:00","27/03/2024","12:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 13:00:00","27/03/2024","13:00:00","Not Operational","3.89","0.736","0.249","0.61"
"27/03/2024 14:00:00","27/03/2024","14:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 15:00:00","27/03/2024","15:00:00","Not Operational","3.89","0.736","0.249","0"
"27/03/2024 16:00:00","27/03/2024","16:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 17:00:00","27/03/2024","17:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 18:00:00","27/03/2024","18:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 19:00:00","27/03/2024","19:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 20:00:00","27/03/2024","20:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 21:00:00","27/03/2024","21:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 22:00:00","27/03/2024","22:00:00","Not Operational","3.91","0.736","0.239","0"
"27/03/2024 23:00:00","27/03/2024","23:00:00","Not Operational","3.91","0.727","0.259","0"
"28/03/2024 00:00:00","28/03/2024","00:00:00","Not Operational","3.91","0.727","0.259","0"
"28/03/2024 01:00:00","28/03/2024","01:00:00","Not Operational","3.91","0.727","0.259","0"
"28/03/2024 02:00:00","28/03/2024","02:00:00","Not Operational","3.91","0.727","0.259","0.06"
"28/03/2024 03:00:00","28/03/2024","03:00:00","Not Operational","3.91","0.727","0.259","0.64"
"28/03/2024 04:00:00","28/03/2024","04:00:00","Not Operational","3.91","0.727","0.259","0.04"
"28/03/2024 05:00:00","28/03/2024","05:00:00","Not Operational","3.91","0.727","0.259","0"
"28/03/2024 06:00:00","28/03/2024","06:00:00","Not Operational","3.91","0.727","0.259","0"
"28/03/2024 07:00:00","28/03/2024","07:00:00","Not Operational","3.91","0.727","0.259","0"
"28/03/2024 08:00:00","28/03/2024","08:00:00","Not Operational","3.9","0.729","0.251","0"
"28/03/2024 09:00:00","28/03/2024","09:00:00","Not Operational","3.9","0.729","0.251","0"
"28/03/2024 10:00:00","28/03/2024","10:00:00","Not Operational","3.9","0.729","0.251","0"
"28/03/2024 11:00:00","28/03/2024","11:00:00","Not Operational","3.9","0.729","0.251","0"
"28/03/2024 12:00:00","28/03/2024","12:00:00","Not Operational","3.9","0.729","0.251","0.38"
"28/03/2024 13:00:00","28/03/2024","13:00:00","Not Operational","3.9","0.729","0.251","0.05"
"28/03/2024 14:00:00","28/03/2024","14:00:00","Not Operational","3.91","0.722","0.261","0.05"
"28/03/2024 15:00:00","28/03/2024","15:00:00","Not Operational","3.91","0.733","0.249","0.03"
"28/03/2024 16:00:00","28/03/2024","16:00:00","Not Operational","3.9","0.716","0.257","0"
"28/03/2024 17:00:00","28/03/2024","17:00:00","Not Operational","3.91","0.722","0.256","0"
"28/03/2024 18:00:00","28/03/2024","18:00:00","Not Operational","3.91","0.714","0.253","0.02"
"28/03/2024 19:00:00","28/03/2024","19:00:00","Not Operational","3.91","0.74","0.252","0.42"
"28/03/2024 20:00:00","28/03/2024","20:00:00","Not Operational","3.91","0.74","0.252","0.55"
"28/03/2024 21:00:00","28/03/2024","21:00:00","Not Operational","3.91","0.74","0.252","0.17"
"28/03/2024 22:00:00","28/03/2024","22:00:00","Not Operational","3.91","0.74","0.252","0"
"28/03/2024 23:00:00","28/03/2024","23:00:00","Not Operational","3.91","0.74","0.252","0"
"29/03/2024 00:00:00","29/03/2024","00:00:00","Not Operational","3.9","0.728","0.257","0"
"29/03/2024 01:00:00","29/03/2024","01:00:00","Cambridge Blue","3.9","0.728","0.257","0"
"29/03/2024 02:00:00","29/03/2024","02:00:00","Cambridge Blue","3.9","0.728","0.257","0"
"29/03/2024 03:00:00","29/03/2024","03:00:00","Cambridge Blue","3.9","0.728","0.257","0.01"
"29/03/2024 04:00:00","29/03/2024","04:00:00","Cambridge Blue","3.9","0.728","0.257","0"
"29/03/2024 05:00:00","29/03/2024","05:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 06:00:00","29/03/2024","06:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 07:00:00","29/03/2024","07:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 08:00:00","29/03/2024","08:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 09:00:00","29/03/2024","09:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 10:00:00","29/03/2024","10:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 11:00:00","29/03/2024","11:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 12:00:00","29/03/2024","12:00:00","Cambridge Blue","3.9","","","0"
"29/03/2024 13:00:00","29/03/2024","13:00:00","GDBO","3.9","","0.244","0.03"
"29/03/2024 14:00:00","29/03/2024","14:00:00","GDBO","3.9","","","0"
"29/03/2024 15:00:00","29/03/2024","15:00:00","GDBO","3.9","","","0"
"29/03/2024 16:00:00","29/03/2024","16:00:00","GDBO","3.9","","","0"
"29/03/2024 17:00:00","29/03/2024","17:00:00","GDBO","3.9","","","0"
"29/03/2024 18:00:00","29/03/2024","18:00:00","GDBO","3.9","","","0"
"29/03/2024 19:00:00","29/03/2024","19:00:00","GDBO","3.9","","","0"
"29/03/2024 20:00:00","29/03/2024","20:00:00","GDBO","3.9","0.733","","0"
"29/03/2024 21:00:00","29/03/2024","21:00:00","GDBO","3.9","0.733","0.251","0"
"29/03/2024 22:00:00","29/03/2024","22:00:00","GDBO","3.9","0.733","0.251","0"
"29/03/2024 23:00:00","29/03/2024","23:00:00","GDBO","3.9","0.733","0.251","0"
"30/03/2024 00:00:00","30/03/2024","00:00:00","GDBO","3.89","0.72","0.251","0"
"30/03/2024 01:00:00","30/03/2024","01:00:00","GDBO","3.89","0.72","0.251","0"
"30/03/2024 02:00:00","30/03/2024","02:00:00","GDBO","3.89","0.72","0.251","0"
"30/03/2024 03:00:00","30/03/2024","03:00:00","GDBO","3.89","","","0"
"30/03/2024 04:00:00","30/03/2024","04:00:00","GDBO","3.89","","","0"
"30/03/2024 05:00:00","30/03/2024","05:00:00","GDBO","3.89","0.72","0.24","0"
"30/03/2024 06:00:00","30/03/2024","06:00:00","GDBO","3.89","0.72","0.24","0"
"30/03/2024 07:00:00","30/03/2024","07:00:00","GDBO","3.89","0.72","0.24","0"
"30/03/2024 08:00:00","30/03/2024","08:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 09:00:00","30/03/2024","09:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 10:00:00","30/03/2024","10:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 11:00:00","30/03/2024","11:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 12:00:00","30/03/2024","12:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 13:00:00","30/03/2024","13:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 14:00:00","30/03/2024","14:00:00","GDBO","3.9","0.718","0.246","0"
"30/03/2024 15:00:00","30/03/2024","15:00:00","GDBO","3.9","0.722","0.246","0"
"30/03/2024 16:00:00","30/03/2024","16:00:00","GDBO","3.9","0.722","0.245","0"
"30/03/2024 17:00:00","30/03/2024","17:00:00","GDBO","3.9","0.722","0.245","0"
"30/03/2024 18:00:00","30/03/2024","18:00:00","GDBO","3.9","0.722","0.245","0"
"30/03/2024 19:00:00","30/03/2024","19:00:00","Cambridge Blue","3.9","0.722","0.245","0"
"30/03/2024 20:00:00","30/03/2024","20:00:00","Cambridge Blue","3.9","0.722","0.245","0"
"30/03/2024 21:00:00","30/03/2024","21:00:00","Cambridge Blue","3.9","0.722","0.245","0"
"30/03/2024 22:00:00","30/03/2024","22:00:00","Cambridge Blue","3.9","0.722","0.245","0"
"30/03/2024 23:00:00","30/03/2024","23:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 00:00:00","31/03/2024","00:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 02:00:00","31/03/2024","02:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 03:00:00","31/03/2024","03:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 04:00:00","31/03/2024","04:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 05:00:00","31/03/2024","05:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 06:00:00","31/03/2024","06:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 07:00:00","31/03/2024","07:00:00","Cambridge Blue","3.88","0.718","0.244","0"
"31/03/2024 08:00:00","31/03/2024","08:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 09:00:00","31/03/2024","09:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 10:00:00","31/03/2024","10:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 11:00:00","31/03/2024","11:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 12:00:00","31/03/2024","12:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 13:00:00","31/03/2024","13:00:00","Cambridge Blue","3.89","0.715","0.243","0.02"
"31/03/2024 14:00:00","31/03/2024","14:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 15:00:00","31/03/2024","15:00:00","Cambridge Blue","3.89","0.715","0.243","0.01"
"31/03/2024 16:00:00","31/03/2024","16:00:00","Cambridge Blue","3.89","0.715","0.243","0"
"31/03/2024 17:00:00","31/03/2024","17:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"31/03/2024 18:00:00","31/03/2024","18:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"31/03/2024 19:00:00","31/03/2024","19:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"31/03/2024 20:00:00","31/03/2024","20:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"31/03/2024 21:00:00","31/03/2024","21:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"31/03/2024 22:00:00","31/03/2024","22:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"31/03/2024 23:00:00","31/03/2024","23:00:00","Cambridge Blue","3.9","0.725","0.26","0"
"01/04/2024 00:00:00","01/04/2024","00:00:00","Cambridge Blue","3.88","0.736","0.248","0"
"01/04/2024 01:00:00","01/04/2024","01:00:00","Cambridge Blue","3.88","0.736","0.248","0"
"01/04/2024 02:00:00","01/04/2024","02:00:00","Cambridge Blue","3.88","0.736","0.248","0"
"01/04/2024 03:00:00","01/04/2024","03:00:00","Cambridge Blue","3.88","0.736","0.248","0.08"
"01/04/2024 04:00:00","01/04/2024","04:00:00","Cambridge Blue","3.88","0.736","0.248","0.09"
"01/04/2024 05:00:00","01/04/2024","05:00:00","Cambridge Blue","3.88","0.736","0.248","0"
"01/04/2024 06:00:00","01/04/2024","06:00:00","Cambridge Blue","3.88","0.736","0.248","0.04"
"01/04/2024 07:00:00","01/04/2024","07:00:00","Cambridge Blue","3.88","0.736","0.248","0"
"01/04/2024 08:00:00","01/04/2024","08:00:00","Cambridge Blue","3.88","0.734","0.259","0"
"01/04/2024 09:00:00","01/04/2024","09:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 10:00:00","01/04/2024","10:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 11:00:00","01/04/2024","11:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 12:00:00","01/04/2024","12:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 13:00:00","01/04/2024","13:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 14:00:00","01/04/2024","14:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 15:00:00","01/04/2024","15:00:00","Cambridge Blue","3.89","0.727","0.26","0"
"01/04/2024 16:00:00","01/04/2024","16:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 17:00:00","01/04/2024","17:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 18:00:00","01/04/2024","18:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 19:00:00","01/04/2024","19:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 20:00:00","01/04/2024","20:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 21:00:00","01/04/2024","21:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 22:00:00","01/04/2024","22:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"01/04/2024 23:00:00","01/04/2024","23:00:00","Cambridge Blue","3.94","0.736","0.263","0"
"02/04/2024 00:00:00","02/04/2024","00:00:00","Cambridge Blue","3.93","0.712","0.243","0"
"02/04/2024 01:00:00","02/04/2024","01:00:00","Cambridge Blue","3.93","0.712","0.243","0"
"02/04/2024 02:00:00","02/04/2024","02:00:00","Cambridge Blue","3.93","0.712","0.243","0"
"02/04/2024 03:00:00","02/04/2024","03:00:00","Cambridge Blue","3.93","0.712","0.243","0"
"02/04/2024 04:00:00","02/04/2024","04:00:00","Cambridge Blue","3.93","0.712","0.243","0.01"
"02/04/2024 05:00:00","02/04/2024","05:00:00","Cambridge Blue","3.93","0.712","0.243","0.08"
"02/04/2024 06:00:00","02/04/2024","06:00:00","Cambridge Blue","3.93","0.712","0.243","0.09"
"02/04/2024 07:00:00","02/04/2024","07:00:00","Not Operational","3.93","0.712","0.243","0.48"
"02/04/2024 08:00:00","02/04/2024","08:00:00","Not Operational","3.93","0.712","0.243","0"
"02/04/2024 09:00:00","02/04/2024","09:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 10:00:00","02/04/2024","10:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 11:00:00","02/04/2024","11:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 12:00:00","02/04/2024","12:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 13:00:00","02/04/2024","13:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 14:00:00","02/04/2024","14:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 15:00:00","02/04/2024","15:00:00","Not Operational","3.92","0.713","0.251","0"
"02/04/2024 16:00:00","02/04/2024","16:00:00","Not Operational","3.94","0.729","0.294","0"
"02/04/2024 17:00:00","02/04/2024","17:00:00","Not Operational","3.94","0.729","0.294","0"
"02/04/2024 18:00:00","02/04/2024","18:00:00","Not Operational","3.94","0.729","0.294","0.3"
"02/04/2024 19:00:00","02/04/2024","19:00:00","Not Operational","3.94","0.729","0.294","0.53"
"02/04/2024 20:00:00","02/04/2024","20:00:00","Not Operational","3.94","0.729","0.294","0.56"
"02/04/2024 21:00:00","02/04/2024","21:00:00","Not Operational","3.94","0.729","0.294","0.04"
"02/04/2024 22:00:00","02/04/2024","22:00:00","Not Operational","3.94","0.729","0.294","0.02"
"02/04/2024 23:00:00","02/04/2024","23:00:00","Not Operational","3.94","0.729","0.294","0.03"
"03/04/2024 00:00:00","03/04/2024","00:00:00","Not Operational","3.92","0.726","0.255","0"
"03/04/2024 01:00:00","03/04/2024","01:00:00","Not Operational","3.92","0.726","0.255","0"
"03/04/2024 02:00:00","03/04/2024","02:00:00","Not Operational","3.91","0.721","0.255","0"
"03/04/2024 03:00:00","03/04/2024","03:00:00","Not Operational","3.91","0.721","0.255","0"
"03/04/2024 04:00:00","03/04/2024","04:00:00","Not Operational","3.91","0.721","0.255","0.01"
"03/04/2024 05:00:00","03/04/2024","05:00:00","Not Operational","3.91","0.721","0.255","0"
"03/04/2024 06:00:00","03/04/2024","06:00:00","Not Operational","3.91","0.721","0.255","0"
"03/04/2024 07:00:00","03/04/2024","07:00:00","Not Operational","3.91","0.721","0.255","0"
"03/04/2024 08:00:00","03/04/2024","08:00:00","Not Operational","3.91","0.721","0.245","0.08"
"03/04/2024 09:00:00","03/04/2024","09:00:00","Not Operational","3.91","0.721","0.245","0"
"03/04/2024 10:00:00","03/04/2024","10:00:00","Not Operational","3.91","0.721","0.245","0"
"03/04/2024 11:00:00","03/04/2024","11:00:00","Not Operational","3.91","0.721","0.245","0"
"03/04/2024 12:00:00","03/04/2024","12:00:00","Not Operational","3.91","0.721","0.245","0.22"
"03/04/2024 13:00:00","03/04/2024","13:00:00","Not Operational","3.91","0.721","0.245","0"
"03/04/2024 14:00:00","03/04/2024","14:00:00","Not Operational","3.91","0.721","0.245","0"
"03/04/2024 15:00:00","03/04/2024","15:00:00","Not Operational","3.91","0.721","0.245","0"
"03/04/2024 16:00:00","03/04/2024","16:00:00","Not Operational","3.91","0.715","0.246","0"
"03/04/2024 17:00:00","03/04/2024","17:00:00","Not Operational","3.89","0.715","0.246","0"
"03/04/2024 18:00:00","03/04/2024","18:00:00","Not Operational","3.89","0.715","0.246","0"
"03/04/2024 19:00:00","03/04/2024","19:00:00","Not Operational","3.89","0.715","0.246","0"
"03/04/2024 20:00:00","03/04/2024","20:00:00","Not Operational","3.89","0.715","0.246","0"
"03/04/2024 21:00:00","03/04/2024","21:00:00","Not Operational","3.89","0.715","0.246","0"
"03/04/2024 22:00:00","03/04/2024","22:00:00","Not Operational","3.89","0.715","0.246","0"
"03/04/2024 23:00:00","03/04/2024","23:00:00","Not Operational","3.89","0.715","0.246","0.06"
"04/04/2024 00:00:00","04/04/2024","00:00:00","Not Operational","3.89","0.715","0.246","0.46"
"04/04/2024 01:00:00","04/04/2024","01:00:00","Not Operational","3.9","0.717","0.255","0.98"
"04/04/2024 02:00:00","04/04/2024","02:00:00","Not Operational","3.9","0.717","0.255","0"
"04/04/2024 03:00:00","04/04/2024","03:00:00","Not Operational","3.9","0.717","0.255","0.01"
"04/04/2024 04:00:00","04/04/2024","04:00:00","Not Operational","3.9","0.717","0.255","0.02"
"04/04/2024 05:00:00","04/04/2024","05:00:00","Not Operational","3.9","0.717","0.255","4.78"
"04/04/2024 06:00:00","04/04/2024","06:00:00","Not Operational","3.9","0.717","0.255","1.14"
"04/04/2024 07:00:00","04/04/2024","07:00:00","Not Operational","3.9","0.717","0.255","0.77"
"04/04/2024 08:00:00","04/04/2024","08:00:00","Not Operational","3.9","0.717","0.255","0.32"
"04/04/2024 09:00:00","04/04/2024","09:00:00","Not Operational","3.97","0.709","0.259","0"
"04/04/2024 10:00:00","04/04/2024","10:00:00","Not Operational","3.97","0.709","0.259","0"
"04/04/2024 11:00:00","04/04/2024","11:00:00","Not Operational","3.97","0.709","0.259","0"
"04/04/2024 12:00:00","04/04/2024","12:00:00","Not Operational","4.06","0.716","0.275","0.04"
"04/04/2024 13:00:00","04/04/2024","13:00:00","Not Operational","4.04","0.714","0.245","0"
"04/04/2024 14:00:00","04/04/2024","14:00:00","Not Operational","4.03","0.714","0.245","0"
"04/04/2024 15:00:00","04/04/2024","15:00:00","Not Operational","4.03","0.721","0.239","0"
"04/04/2024 16:00:00","04/04/2024","16:00:00","Not Operational","4.03","0.725","0.242","0"
